Recording	Participant	Timeline	TOI	Interval	Media	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording23	Participant23	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	207	92,09	30,04	874,78	113,81	3,03	0,56	25,71	626,86	310	44,23	46,24	38,29	0,56
Recording23	Participant23	Timeline1-Mode1	PatataClaro	1	PatataClaro	139	112,8	30,75	619,18	115,91	3,5	0,59	23,01	485,99	183	86,44	158,87	92,5	4,99
Recording23	Participant23	Timeline1-Mode1	Text1	1	Text1	37	163,75	32,59	833,64	187,36	4,52	1,36	16,38	167,41	364	115,15	209,74	117,97	6,06
Recording23	Participant23	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording23,Text1	921	103,06	30,04	874,78	114,24	3,11	0,51	25,71	2866,01	509	58,99	37,38	37,38	1,07
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	7	92,72	36,07	199,93	69,03	3,49	1,24	6,69	24,42	2571	298,94	48,27	40,39	1,24
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	90	81,14	30,76	375,24	66,52	2,48	0,24	11,43	223,59	81	88,4	114,3	69,56	3,77
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	67	91,65	32,22	317,42	57,18	3,03	0,58	13,84	203,06	264	115,63	50,77	42,36	1,81
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	210	80,72	30,01	291,45	54,77	2,73	0,52	11,94	574,03	66	100,82	207,08	93,51	4,57
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	5	225,75	32,09	518,65	248,07	4,63	0,36	9,99	23,16	854	16,64	52,9	52,9	1,96
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		17	136,04	31,28	696,48	162,91	3,96	0,61	19,63	67,31	10	95,66	61,15	50,01	1,95
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=7593825560212560938)	1	Encuesta TFG (163)	0													
Recording24	Participant24	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		1	508,12	508,12	508,12		8,07	8,07	8,07	8,07	252	329,5	508,12	508,12	8,07
Recording24	Participant24	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	45	189,92	35,3	732,35	181,39	5,15	1,11	20,28	231,94	170	122,99	330,54	158,07	8,31
Recording24	Participant24	Timeline1-Mode1	PatataClaro	1	PatataClaro	109	148,82	30,49	718,14	159,61	3,83	0,76	16,76	417,75	134	83,09	127,77	79,32	3,86
Recording24	Participant24	Timeline1-Mode1	Text1	1	Text1	58	158,9	32,47	650,68	146,56	4,3	0,92	14,88	249,3	242	180,93	433,14	198,82	9,9
Recording24	Participant24	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording24,Text1	696	116,68	30,01	732,35	119,58	3,46	0,24	20,28	2408,84	208	153,21	249,16	249,16	4,22
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	18	134,67	30,06	390,33	105,26	2,55	0,5	7,84	45,83	214	112,29	60,99	60,99	1,2
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	52	83,29	31,24	334,04	51,11	1,51	0,55	6,02	78,7	199	98,3	90,24	90,24	1,1
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	56	91,08	31,67	730,54	98,8	1,77	0,37	12,69	99,27	240	278,42	47	47	0,96
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	175	95,74	30,08	1187,26	134,26	2,25	0,03	23,29	394,01	382	1	33,89	33,89	0,73
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	13	99,19	31,98	438,24	106,51	3,38	0,85	16,39	43,96	278	110,75	67,72	65,23	1,98
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		9	65,26	33,63	110,18	32,2	1,22	0,43	1,73	11,01	366	105,09	33,96	33,96	0,73
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-4455827793688398654)	1	Encuesta TFG (169)	3	85,91	53,7	131,99	40,95	1,87	1,61	2,09	5,61	76	35,98	72,04	51,59	1,92
Recording25	Participant25	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0													
Recording25	Participant25	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	29	112,66	32	519,63	141,11	2,22	0,52	14,67	64,3	32161	6,62	122,63	122,63	2,11
Recording25	Participant25	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	13	216,31	32,61	547,81	174,62	5,3	0,61	10,42	68,9	186	141,28	545,34	545,34	8,84
Recording25	Participant25	Timeline2-Mode2	Text	1	Text	39	170,44	31,99	961,05	186,89	5,03	0,9	20,78	196,13	151	129,23	961,05	423,55	20,78
Recording25	Participant25	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording25,Text	484	112,19	30,06	1187,26	142,59	2,82	0,03	23,29	1362,72	824	269,51	413,27	195,13	12,96
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	72	191,91	30,41	1251,12	242,44	5,46	0,54	25,19	393,34	143	281,34	30,41	30,41	0,91
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	1	36,85	36,85	36,85		1,04	1,04	1,04	1,04	65	275,75	36,85	36,85	1,04
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	109	105,68	30,83	758,24	114,2	3,1	0,54	12,66	337,73	44	89,29	102,6	98,91	3,81
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	1	75,82	75,82	75,82		2,61	2,61	2,61	2,61	84	116,16	75,82	51,9	2,61
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	44	94,67	32,63	454,08	91,48	2,9	0,76	11,28	127,42	97	289,59	39,33	39,33	0,99
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	0													
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	219	82,37	30,44	803,11	79,03	2,7	0,62	18,48	590,52	2973	274,77	44,52	38,24	1,6
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	11	76,45	31,62	152,2	43,34	3	0,52	6,2	32,97	63	140,35	92,69	68,4	4,12
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		30	158,17	30,58	876,44	194,95	4,51	0,93	20,54	135,17	262	271,71	74,81	61,81	3,1
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=1037265080176664536)	1	Encuesta TFG (177)	3	129,27	48,8	260,35	114,5	2,83	1,47	5,52	8,49	139	91,91	48,8	48,8	1,49
Recording26	Participant26	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	324,72	44,91	604,53	395,71	7,32	1,13	13,51	14,65	19	167,25	44,91	38,23	1,13
Recording26	Participant26	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	305	88	30,31	548,14	92,73	2,96	0,26	17,29	903,74	175	110,07	193,18	164,96	5,51
Recording26	Participant26	Timeline1-Mode1	PatataClaro	1	PatataClaro	192	91,71	30,14	714,53	102,77	2,93	0,57	16,49	562,25	197	167,64	406,13	255,05	12,27
Recording26	Participant26	Timeline1-Mode1	Text1	1	Text1	40	160,2	33,91	820,82	152,84	4,82	0,63	18,91	192,65	172	329,47	255,79	188,23	9,41
Recording26	Participant26	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording26,Text1	1122	105,76	30,14	1251,12	123,49	3,37	0,26	25,19	3778,55	45574	309,75	87,59	70,61	2,81
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	65	146,28	30,39	653,3	157,7	4,36	0,53	19,06	283,66	57	157,72	46,2	46,2	1,76
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	1	81,63	81,63	81,63		3,36	3,36	3,36	3,36	106	270,99	81,63	80,66	3,36
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	73	122,73	30,32	824,06	129,32	4,07	0,76	26,46	296,86	142	283,71	30,78	30,78	1
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	1	96,66	96,66	96,66		2,66	2,66	2,66	2,66	101	274,84	96,66	72,49	2,66
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	67	139,6	30,15	976,66	162,3	4,28	0,63	24,61	286,5	157	127,56	60,4	52,02	1,74
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	236,26	236,26	236,26		10,26	10,26	10,26	10,26	79	93,1	236,26	206,89	10,26
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	195	130,63	30,19	1026,62	175,21	3,73	0,6	24,29	728,03	352	348,83	64,95	63,55	3,49
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	3	196,04	37,83	482,9	248,86	5,58	1,26	12,27	16,73	82	87,76	482,9	216,85	12,27
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		49	118,01	32,14	612,95	146,09	3,35	0,65	21,33	164,33	159	265,97	40	35,95	0,96
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-104895688952921390)	1	Encuesta TFG (183)	2	76	49,89	102,1	36,92	2,54	1,38	3,71	5,08	76	88,09	102,1	77,72	3,71
Recording27	Participant27	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0													
Recording27	Participant27	Timeline2-Mode2	MochilaOscuro	1	MochilaOscuro	174	120,57	30,04	740,22	127,19	3,81	0,54	14,42	662,64	267	106,44	76,21	75,98	2,93
Recording27	Participant27	Timeline2-Mode2	PatataOscuro	1	PatataOscuro	149	122,37	31,02	741,17	138,37	3,54	0,63	24,91	527,48	180	160,05	183,97	137,51	7,35
Recording27	Participant27	Timeline2-Mode2	Text	1	Text	39	198,5	36,5	536,09	130,42	6,15	1,05	18,52	239,69	2	284,37	291,87	196,61	13,01
Recording27	Participant27	Timeline2-Mode2	Entire Recording	1	MochilaOscuro,PatataOscuro,Questionnaire2 Recording27,Text	987	135,44	30,04	1026,62	148,16	4,1	0,53	26,46	4050,35	409	32,37	179,72	124,79	6,18
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	44	136	30,27	735,07	159,8	3,8	0,51	17,81	167,38	1666	95,48	41,96	41,96	2,14
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	1	37,17	37,17	37,17		1,18	1,18	1,18	1,18	45	35,14	37,17	37,17	1,18
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	100	108,15	30,52	690,41	137,68	3,26	0,49	25,77	325,63	69	100,13	107,41	72,96	2,43
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	0													
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	64	123,1	31,54	423,69	105,97	3,55	0,27	25,12	227,15	21	96,57	67,13	51,91	2,77
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	45,66	45,66	45,66		1,34	1,34	1,34	1,34	96	224,48	45,66	42,9	1,34
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	218	107,25	30,21	1090,04	149,57	3,05	0,43	27,29	665,53	2018	315,6	53,5	53,5	0,86
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	1	91,21	91,21	91,21		2,59	2,59	2,59	2,59	187	120,98	91,21	76,21	2,59
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		29	128,92	30,14	470,01	127,04	3,42	0,68	11,87	99,05	114	99,34	83,87	60,95	1,96
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=-1318556085460676489)	1	Encuesta TFG (189)	2	53,88	47,79	59,97	8,61	2,17	1,74	2,59	4,33	153	93,21	47,79	44,94	1,74
Recording28	Participant28	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		0													
Recording28	Participant28	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	193	86,22	30,15	713,66	133,02	2,55	0,54	25,83	492,99	139	24,05	230,17	133,44	6,84
Recording28	Participant28	Timeline1-Mode1	PatataClaro	1	PatataClaro	131	96,08	30,16	700,98	129,23	2,6	0,52	12,13	340,74	146	135,61	700,98	700,98	11,75
Recording28	Participant28	Timeline1-Mode1	Text1	1	Text1	50	119,69	31,05	711,56	139,74	3,32	0,77	14,56	166,16	144	151,12	254,93	162,86	10,84
Recording28	Participant28	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording28,Text1	906	105,23	30,14	1090,04	134,83	3,05	0,27	27,29	2759,25	1091	17,51	110,66	85,45	2,74
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	1	154,64	154,64	154,64		4,57	4,57	4,57	4,57	76	125,15	154,64	87,36	4,57
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	47	173,93	30,27	944,12	235,57	4,9	0,56	21,73	230,21	349	89,12	112,35	75,47	3,05
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	1	77,07	77,07	77,07		2,26	2,26	2,26	2,26	39	82,42	77,07	69,25	2,26
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	4	Encuesta TFG (1)	72	66	30,13	287,93	53,67	2,06	0,51	11,04	148,67	264	298,57	36,5	36,5	0,6
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	5	Encuesta TFG (1)	1	34,34	34,34	34,34		0,79	0,79	0,79	0,79	124	185,72	34,34	34,34	0,79
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	6	Encuesta TFG (1)	50	85,42	31,24	372,4	75,54	2,53	0,56	11,39	126,65	267	264,98	67,26	48,73	2,88
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	7	Encuesta TFG (1)	1	165,24	165,24	165,24		5,25	5,25	5,25	5,25	180	277,52	165,24	103,82	5,25
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	8	Encuesta TFG (1)	227	100,08	30,03	800	123,15	3,13	0,25	22,22	711,25	182	270,07	36,4	36,4	1,33
