AOI,Scenario,Oscuro_Total,Oscuro_Mean,Claro_Total,Claro_Mean,t_statistic,p_value,Significant,Difference_%
comprar,Overall,5.0,0.14705882352941177,0.0,0.0,1.7134593839651469,0.09132186368461694,No,0.0
mayor2,Overall,5.0,0.14705882352941177,0.0,0.0,1.7134593839651466,0.09132186368461694,No,0.0
para17,Overall,5.0,0.14705882352941177,0.0,0.0,1.7134593839651466,0.09132186368461694,No,0.0
taxonomia,Overall,0.0,0.0,5.0,0.14705882352941177,-1.7134593839651466,0.09132186368461694,No,-100.0
el2,Overall,0.0,0.0,4.0,0.11764705882352941,-1.6758611631927847,0.09849695400131026,No,-100.0
de9,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
en,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
la3,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
que4,Overall,4.0,0.11764705882352941,0.0,0.0,1.6758611631927842,0.0984969540013104,No,0.0
tallos,Overall,0.0,0.0,4.0,0.11764705882352941,-1.6758611631927842,0.0984969540013104,No,-100.0
40x20x25,Overall,6.0,0.17647058823529413,0.0,0.0,1.6431676725154987,0.10510437492644525,No,0.0
de6,Overall,6.0,0.17647058823529413,0.0,0.0,1.4361406616345072,0.1556854253147267,No,0.0
del5,Overall,0.0,0.0,2.0,0.058823529411764705,-1.4361406616345072,0.1556854253147267,No,-100.0
en3,Overall,0.0,0.0,2.0,0.058823529411764705,-1.4361406616345072,0.1556854253147267,No,-100.0
En4,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
a1,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
a3,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
a4,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
alta,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
asa,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
como2,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
con1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
con8,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
con9,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de10,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de11,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de25,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de5,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
de8,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
esta,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
hasta2,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
la10,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
las1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
los4,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
medir,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
para1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
para4,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
raton,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
stock,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
superindice4,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
superindice7,Overall,0.0,0.0,2.0,0.058823529411764705,-1.436140661634507,0.15568542531472682,No,-100.0
un1,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
un2,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
un8,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
y11,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
y6,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
y7,Overall,2.0,0.058823529411764705,0.0,0.0,1.436140661634507,0.15568542531472682,No,0.0
lista_deseos,Overall,3.0,0.08823529411764706,0.0,0.0,1.358204880308715,0.17902351936248137,No,0.0
viaje3,Overall,3.0,0.08823529411764706,0.0,0.0,1.358204880308715,0.17902351936248137,No,0.0
está,Overall,3.0,0.08823529411764706,0.0,0.0,1.3582048803087146,0.1790235193624816,No,0.0
mil,Overall,0.0,0.0,3.0,0.08823529411764706,-1.3582048803087146,0.1790235193624816,No,-100.0
Avion,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
de17,Overall,2.0,0.058823529411764705,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
de28,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
del4,Overall,0.0,0.0,3.0,0.08823529411764706,-1.0000000000000002,0.32096280883217904,No,-100.0
en6,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
hojas,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
la8,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
puede,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
ser,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
superindice23,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
sus2,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0000000000000002,0.32096280883217904,No,-100.0
y10,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
y2,Overall,1.0,0.029411764705882353,0.0,0.0,1.0000000000000002,0.32096280883217904,No,0.0
Idiomas,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Negro,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
Pasa,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
Reino,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Su,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
Viaje,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
altura,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
ampliarla,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
de1312,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
de14,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
de16,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
de¡4,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
en7,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
imagen,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
la,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
lo2,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
o2,Overall,0.0,0.0,1.0,0.029411764705882353,-1.0,0.3209628088321793,No,-100.0
por,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
y4,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
y5,Overall,1.0,0.029411764705882353,0.0,0.0,1.0,0.3209628088321793,No,0.0
agronomicos,Patata,0.0,0.0,25.0,1.4705882352941178,-6.933752452815365,7.497152470438251e-08,Yes,-100.0
domesticada,Patata,0.0,0.0,22.0,1.2941176470588236,-6.913932971601798,7.928771849591672e-08,Yes,-100.0
consumo,Patata,0.0,0.0,17.0,1.0,-6.733003292241386,1.3239276419030782e-07,Yes,-100.0
tuberosum,Patata,0.0,0.0,31.0,1.8235294117647058,-6.647097715994328,1.6905606006530098e-07,Yes,-100.0
habitantes,Patata,0.0,0.0,16.0,0.9411764705882353,-5.89167755454927,1.4855222109896764e-06,Yes,-100.0
comprende,Patata,0.0,0.0,30.0,1.7647058823529411,-5.814018997338111,1.8608775050993022e-06,Yes,-100.0
GuineaEcuatorial,Patata,0.0,0.0,33.0,1.9411764705882353,-5.755473506599705,2.205687384800466e-06,Yes,-100.0
Titiaca,Patata,0.0,0.0,29.0,1.7058823529411764,-5.568178184552904,3.8021881517176225e-06,Yes,-100.0
creciendo,Patata,0.0,0.0,22.0,1.2941176470588236,-5.416025603090641,5.920800549479623e-06,Yes,-100.0
gastronomico,Patata,0.0,0.0,25.0,1.4705882352941178,-5.39163866017192,6.356521259231801e-06,Yes,-100.0
consideraban,Patata,0.0,0.0,28.0,1.6470588235294117,-5.144330376355804,1.3059522696462176e-05,Yes,-100.0
solanaceas,Patata,0.0,0.0,28.0,1.6470588235294117,-5.144330376355804,1.3059522696462176e-05,Yes,-100.0
pertenenciente,Patata,0.0,0.0,25.0,1.4705882352941178,-5.143444998736398,1.3093215102239004e-05,Yes,-100.0
Hispanoamerica,Patata,0.0,0.0,24.0,1.411764705882353,-4.950821982042209,2.2923965124493576e-05,Yes,-100.0
parte,Patata,0.0,0.0,12.0,0.7058823529411765,-4.950821982042209,2.2923965124493576e-05,Yes,-100.0
tuberculos,Patata,0.0,0.0,12.0,0.7058823529411765,-4.950821982042209,2.2923965124493576e-05,Yes,-100.0
herbacea,Patata,0.0,0.0,21.0,1.2352941176470589,-4.932649843923509,2.4166292962834387e-05,Yes,-100.0
eruopa,Patata,0.0,0.0,18.0,1.0588235294117647,-4.854239009735343,3.034150839444858e-05,Yes,-100.0
españoles,Patata,0.0,0.0,22.0,1.2941176470588236,-4.829627439546376,3.2585961333837215e-05,Yes,-100.0
Filipinas,Patata,0.0,0.0,20.0,1.1764705882352942,-4.780914437337575,3.752606702306993e-05,Yes,-100.0
centrales1,Patata,0.0,0.0,13.0,0.7647058823529411,-4.74692883171144,4.14063076064992e-05,Yes,-100.0
altiplano,Patata,0.0,0.0,24.0,1.411764705882353,-4.741102063918031,4.211045833146857e-05,Yes,-100.0
originaria,Patata,0.0,0.0,21.0,1.2352941176470589,-4.666666666666667,5.2222693231483755e-05,Yes,-100.0
Solanum1,Patata,0.0,0.0,30.0,1.7647058823529411,-4.656903154237997,5.3716402020602686e-05,Yes,-100.0
siglo,Patata,0.0,0.0,15.0,0.8823529411764706,-4.656903154237997,5.3716402020602686e-05,Yes,-100.0
cercanias,Patata,0.0,0.0,19.0,1.1176470588235294,-4.642438885539598,5.600743722460244e-05,Yes,-100.0
expandio,Patata,0.0,0.0,18.0,1.0588235294117647,-4.517681796994742,8.024035856855688e-05,Yes,-100.0
España,Patata,0.0,0.0,17.0,1.0,-4.407785320154718,0.00011000919483712988,Yes,-100.0
principio,Patata,0.0,0.0,11.0,0.6470588235294118,-4.4,0.0001124906975044657,Yes,-100.0
altiplano1,Patata,0.0,0.0,19.0,1.1176470588235294,-4.373308566128114,0.00012142502689307288,Yes,-100.0
Solanum,Patata,0.0,0.0,20.0,1.1764705882352942,-4.28845013935118,0.0001547379717829015,Yes,-100.0
andino,Patata,0.0,0.0,20.0,1.1764705882352942,-4.28845013935118,0.0001547379717829015,Yes,-100.0
alimentacion,Patata,0.0,0.0,24.0,1.411764705882353,-4.242640687119286,0.00017630990405659232,Yes,-100.0
francés,Patata,0.0,0.0,12.0,0.7058823529411765,-4.242640687119285,0.00017630990405659232,Yes,-100.0
trasladada,Patata,0.0,0.0,21.0,1.2352941176470589,-4.242640687119286,0.00017630990405659232,Yes,-100.0
genero,Patata,0.0,0.0,14.0,0.8235294117647058,-4.197377458376824,0.0002005228067683097,Yes,-100.0
papa2,Patata,0.0,0.0,14.0,0.8235294117647058,-4.197377458376823,0.00020052280676831027,Yes,-100.0
Imagen,Patata,0.0,0.0,55.0,3.235294117647059,-4.178554470186724,0.00021152860736125536,Yes,-100.0
familia,Patata,0.0,0.0,19.0,1.1176470588235294,-3.9510518613162766,0.0004017919079788742,Yes,-100.0
comenzó,Patata,0.0,0.0,22.0,1.2941176470588236,-3.927632215561576,0.0004290159323066787,Yes,-100.0
Andes,Patata,0.0,0.0,10.0,0.5882352941176471,-3.9223227027636804,0.0004354341503450925,Yes,-100.0
aereos,Patata,0.0,0.0,10.0,0.5882352941176471,-3.922322702763681,0.0004354341503450925,Yes,-100.0
escritos,Patata,0.0,0.0,14.0,0.8235294117647058,-3.8460957905632918,0.0005385923483936918,Yes,-100.0
nombre,Patata,0.0,0.0,14.0,0.8235294117647058,-3.8460957905632918,0.0005385923483936918,Yes,-100.0
lago,Patata,0.0,0.0,11.0,0.6470588235294118,-3.8010210725579845,0.0006104270193647147,Yes,-100.0
los3,Patata,0.0,0.0,11.0,0.6470588235294118,-3.8010210725579845,0.0006104270193647147,Yes,-100.0
region,Patata,0.0,0.0,11.0,0.6470588235294118,-3.8010210725579845,0.0006104270193647147,Yes,-100.0
siglo1,Patata,0.0,0.0,11.0,0.6470588235294118,-3.8010210725579845,0.0006104270193647147,Yes,-100.0
patata,Patata,0.0,0.0,13.0,0.7647058823529411,-3.7924897789452583,0.0006250363157326419,Yes,-100.0
tuberosa,Patata,0.0,0.0,13.0,0.7647058823529411,-3.7924897789452583,0.0006250363157326419,Yes,-100.0
conquistadores,Patata,0.0,0.0,24.0,1.411764705882353,-3.7712361663282534,0.0006629277379671912,Yes,-100.0
planta,Patata,0.0,0.0,12.0,0.7058823529411765,-3.771236166328254,0.0006629277379671912,Yes,-100.0
todo,Patata,0.0,0.0,8.0,0.47058823529411764,-3.7712361663282534,0.0006629277379671912,Yes,-100.0
traves,Patata,0.0,0.0,8.0,0.47058823529411764,-3.7712361663282534,0.0006629277379671912,Yes,-100.0
desambiguacion,Patata,0.0,0.0,14.0,0.8235294117647058,-3.5704295931546945,0.0011504509077395297,Yes,-100.0
caducifolia,Patata,0.0,0.0,14.0,0.8235294117647058,-3.570429593154694,0.0011504509077395323,Yes,-100.0
Fue,Patata,0.0,0.0,9.0,0.5294117647058824,-3.496629104486151,0.0014054674972648496,Yes,-100.0
Para,Patata,0.0,0.0,9.0,0.5294117647058824,-3.496629104486151,0.0014054674972648496,Yes,-100.0
planta2,Patata,0.0,0.0,9.0,0.5294117647058824,-3.4966291044861513,0.0014054674972648496,Yes,-100.0
Descripcion,Patata,0.0,0.0,13.0,0.7647058823529411,-3.490011487112926,0.0014308321448962549,Yes,-100.0
Papa,Patata,0.0,0.0,12.0,0.7058823529411765,-3.428571428571429,0.0016883856916069199,Yes,-100.0
gracias,Patata,0.0,0.0,12.0,0.7058823529411765,-3.428571428571429,0.0016883856916069199,Yes,-100.0
región,Patata,0.0,0.0,12.0,0.7058823529411765,-3.428571428571429,0.0016883856916069199,Yes,-100.0
mundo,Patata,0.0,0.0,10.0,0.5882352941176471,-3.4050261230349945,0.0017984703195096075,Yes,-100.0
del3,Patata,0.0,0.0,7.0,0.4117647058823529,-3.3466401061363023,0.0021020370071212903,Yes,-100.0
sus3,Patata,0.0,0.0,7.0,0.4117647058823529,-3.346640106136302,0.0021020370071212903,Yes,-100.0
una3,Patata,0.0,0.0,7.0,0.4117647058823529,-3.346640106136302,0.0021020370071212903,Yes,-100.0
Titulo,Patata,0.0,0.0,24.0,1.411764705882353,-3.2889058071721524,0.0024502344857198,Yes,-100.0
alimentos,Patata,0.0,0.0,12.0,0.7058823529411765,-3.1650262722997775,0.0033929375388091904,Yes,-100.0
comun,Patata,0.0,0.0,14.0,0.8235294117647058,-3.1602628287053616,0.0034353444381599613,Yes,-100.0
aunque,Patata,0.0,0.0,8.0,0.47058823529411764,-3.1081147595432457,0.0039338459519052075,Yes,-100.0
especie,Patata,0.0,0.0,8.0,0.47058823529411764,-3.1081147595432457,0.0039338459519052075,Yes,-100.0
las2,Patata,0.0,0.0,8.0,0.47058823529411764,-3.1081147595432457,0.0039338459519052075,Yes,-100.0
uso1,Patata,0.0,0.0,8.0,0.47058823529411764,-3.1081147595432457,0.0039338459519052075,Yes,-100.0
TituloImagen,Patata,0.0,0.0,22.0,1.2941176470588236,-3.095829196813284,0.004060922241128766,Yes,-100.0
botanica,Patata,0.0,0.0,11.0,0.6470588235294118,-3.095829196813284,0.004060922241128766,Yes,-100.0
curiosidad,Patata,0.0,0.0,13.0,0.7647058823529411,-3.053545141476458,0.004528747974162721,Yes,-100.0
forrajera,Patata,0.0,0.0,13.0,0.7647058823529411,-3.053545141476458,0.004528747974162721,Yes,-100.0
herbacea2,Patata,0.0,0.0,10.0,0.5882352941176471,-3.0499714066520935,0.004570547868725192,Yes,-100.0
XVIII,Patata,0.0,0.0,9.0,0.5294117647058824,-3.0425553170226594,0.004658459517641556,Yes,-100.0
MenuSubtitulo,Patata,0.0,0.0,14.0,0.8235294117647058,-3.001915097545826,0.005169366208393073,Yes,-100.0
flores,Patata,0.0,0.0,6.0,0.35294117647058826,-2.954195783503986,0.0058368908671293275,Yes,-100.0
fue1,Patata,0.0,0.0,6.0,0.35294117647058826,-2.954195783503986,0.0058368908671293275,Yes,-100.0
MenuApariencia,Patata,0.0,0.0,21.0,1.2352941176470589,-2.796894064490513,0.008658818380994478,Yes,-100.0
Parmentier,Patata,0.0,0.0,13.0,0.7647058823529411,-2.7482853974247883,0.009762132486271608,Yes,-100.0
años,Patata,0.0,0.0,7.0,0.4117647058823529,-2.7456258919345764,0.009826131617706676,Yes,-100.0
afincado,Patata,0.0,0.0,7.0,0.4117647058823529,-2.745625891934576,0.00982613161770668,Yes,-100.0
desde,Patata,0.0,0.0,7.0,0.4117647058823529,-2.745625891934576,0.00982613161770668,Yes,-100.0
por2,Patata,0.0,0.0,7.0,0.4117647058823529,-2.745625891934576,0.00982613161770668,Yes,-100.0
su2,Patata,0.0,0.0,7.0,0.4117647058823529,-2.745625891934576,0.00982613161770668,Yes,-100.0
Enrique,Patata,0.0,0.0,8.0,0.47058823529411764,-2.7044936151312533,0.010867111879211818,Yes,-100.0
véase,Patata,0.0,0.0,8.0,0.47058823529411764,-2.704493615131253,0.010867111879211829,Yes,-100.0
al1,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
es2,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
irlandes,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
no1,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
perenne,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
superindice56,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
uno,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
unos,Patata,0.0,0.0,5.0,0.29411764705882354,-2.5819888974716116,0.01460614586462975,Yes,-100.0
los2,Patata,0.0,0.0,5.0,0.29411764705882354,-2.581988897471611,0.014606145864629765,Yes,-100.0
Contenidos,Patata,0.0,0.0,12.0,0.7058823529411765,-2.5090001927487204,0.017366018634593423,Yes,-100.0
ocho,Patata,0.0,0.0,15.0,0.8823529411764706,-2.5043516133890473,0.017557077151683656,Yes,-100.0
MenuArriba,Patata,0.0,0.0,9.0,0.5294117647058824,-2.4961508830135313,0.01789884067739433,Yes,-100.0
España1,Patata,0.0,0.0,8.0,0.47058823529411764,-2.425913739452491,0.021085480561706164,Yes,-100.0
jardin,Patata,0.0,0.0,8.0,0.47058823529411764,-2.425913739452491,0.021085480561706164,Yes,-100.0
semidecumbente,Patata,0.0,0.0,8.0,0.47058823529411764,-2.425913739452491,0.021085480561706164,Yes,-100.0
término,Patata,0.0,0.0,8.0,0.47058823529411764,-2.425913739452491,0.021085480561706164,Yes,-100.0
Doyle,Patata,0.0,0.0,6.0,0.35294117647058826,-2.4,0.022386388245205346,Yes,-100.0
convertirse,Patata,0.0,0.0,6.0,0.35294117647058826,-2.4,0.022386388245205346,Yes,-100.0
humano,Patata,0.0,0.0,6.0,0.35294117647058826,-2.4,0.022386388245205346,Yes,-100.0
se2,Patata,0.0,0.0,7.0,0.4117647058823529,-2.3835182861244957,0.02325138247528707,Yes,-100.0
otros,Patata,0.0,0.0,9.0,0.5294117647058824,-2.31416764751961,0.027233502540573596,Yes,-100.0
pie_de_foto,Patata,0.0,0.0,22.0,1.2941176470588236,-2.307812221340454,0.027627654767492096,Yes,-100.0
Antoine,Patata,0.0,0.0,12.0,0.7058823529411765,-2.304073731539133,0.027861908690214578,Yes,-100.0
a2,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
en5,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
estacion,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
hasta,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
metro,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
pierde,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
por3,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
ser2,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
tallo,Patata,0.0,0.0,4.0,0.23529411764705882,-2.2188007849009166,0.03371504326573171,Yes,-100.0
usos,Patata,0.0,0.0,8.0,0.47058823529411764,-2.2188007849009166,0.03371504326573171,Yes,-100.0
XVI,Patata,0.0,0.0,5.0,0.29411764705882354,-2.062842492517587,0.047321361726589475,Yes,-100.0
erecto,Patata,0.0,0.0,5.0,0.29411764705882354,-2.062842492517587,0.047321361726589475,Yes,-100.0
planta1,Patata,0.0,0.0,5.0,0.29411764705882354,-2.062842492517587,0.047321361726589475,Yes,-100.0
Papa1,Patata,0.0,0.0,3.0,0.17647058823529413,-1.851640199545103,0.07332426362388586,No,-100.0
a,Patata,0.0,0.0,3.0,0.17647058823529413,-1.851640199545103,0.07332426362388586,No,-100.0
editar,Patata,0.0,0.0,3.0,0.17647058823529413,-1.851640199545103,0.07332426362388586,No,-100.0
en1,Patata,0.0,0.0,3.0,0.17647058823529413,-1.851640199545103,0.07332426362388586,No,-100.0
fría,Patata,0.0,0.0,3.0,0.17647058823529413,-1.851640199545103,0.07332426362388586,No,-100.0
sus,Patata,0.0,0.0,3.0,0.17647058823529413,-1.851640199545103,0.07332426362388586,No,-100.0
taxonomia,Patata,0.0,0.0,5.0,0.29411764705882354,-1.7677669529663687,0.08663500276648406,No,-100.0
el2,Patata,0.0,0.0,4.0,0.23529411764705882,-1.7253243712550148,0.0941158074324279,No,-100.0
tallos,Patata,0.0,0.0,4.0,0.23529411764705882,-1.7253243712550148,0.0941158074324279,No,-100.0
En4,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
a1,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
a3,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
a4,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
del5,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
en3,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
hasta2,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
medir,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
superindice4,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
superindice7,Patata,0.0,0.0,2.0,0.11764705882352941,-1.460593486680443,0.15387676062297273,No,-100.0
mil,Patata,0.0,0.0,3.0,0.17647058823529413,-1.3764944032233708,0.17822454352565661,No,-100.0
del4,Patata,0.0,0.0,3.0,0.17647058823529413,-1.0000000000000002,0.3248127136510983,No,-100.0
Idiomas,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
Reino,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
Su,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
altura,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
de1312,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
de¡4,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
en6,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
en7,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
hojas,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
o2,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
puede,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
ser,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
superindice23,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
sus2,Patata,0.0,0.0,1.0,0.058823529411764705,-1.0,0.3248127136510986,No,-100.0
